M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13139	aug_v2a.15284	NA	NA	NA	NA	NA	aug_v2a.16466	NA	aug_v2a.16785	aug_v2a.19348	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13832	aug_v2a.03359	NA	NA	NA	NA	NA	aug_v2a.19886	NA	aug_v2a.17759	aug_v2a.08198	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18258	aug_v2a.05938	NA	NA	NA	NA	NA	aug_v2a.09450	NA	aug_v2a.21109	aug_v2a.04149	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18820	aug_v2a.03171	NA	NA	NA	NA	NA	aug_v2a.20192	NA	aug_v2a.21262	aug_v2a.07833	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23819	aug_v2a.16679	NA	NA	NA	NA	NA	aug_v2a.15909	NA	aug_v2a.22843	aug_v2a.03278	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.11858	aug_v2a.00091	NA	NA	NA	NA	NA	aug_v2a.16005	NA	aug_v2a.23167	aug_v2a.17210	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18495	aug_v2a.20137	NA	NA	NA	NA	NA	aug_v2a.16739	NA	aug_v2a.23746	aug_v2a.22796	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15330	aug_v2a.22181	NA	NA	NA	NA	NA	aug_v2a.13465	NA	aug_v2a.24136	aug_v2a.03309	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01334	aug_v2a.07428	NA	NA	NA	NA	NA	aug_v2a.17098	NA	aug_v2a.00429	aug_v2a.14641	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24509	aug_v2a.23659	NA	NA	NA	NA	NA	aug_v2a.20770	NA	aug_v2a.08004	aug_v2a.15967	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.02696	aug_v2a.14353	NA	NA	NA	NA	NA	aug_v2a.12257	NA	aug_v2a.12779	aug_v2a.09565	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10023	aug_v2a.12940	NA	NA	NA	NA	NA	aug_v2a.21903	NA	aug_v2a.18615	aug_v2a.02645	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08416	aug_v2a.11019	NA	NA	NA	NA	NA	aug_v2a.23315	NA	aug_v2a.04037	aug_v2a.02148	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23491	aug_v2a.06889	NA	NA	NA	NA	NA	aug_v2a.00286	NA	aug_v2a.07139	aug_v2a.01743	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09177	aug_v2a.15381	NA	NA	NA	NA	NA	aug_v2a.07135	NA	aug_v2a.07576	aug_v2a.07634	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05289	aug_v2a.00875	NA	NA	NA	NA	NA	aug_v2a.01503	NA	aug_v2a.14549	aug_v2a.13272	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18995	aug_v2a.06885	NA	NA	NA	NA	NA	aug_v2a.17825	NA	aug_v2a.16040	aug_v2a.09856	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05827	aug_v2a.13132	NA	NA	NA	NA	NA	aug_v2a.13508	NA	aug_v2a.16795	aug_v2a.17983	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00113	aug_v2a.18152	NA	NA	NA	NA	NA	aug_v2a.05139	NA	aug_v2a.23951	aug_v2a.19720	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16424	aug_v2a.15054	NA	NA	NA	NA	NA	aug_v2a.14040	NA	aug_v2a.02693	aug_v2a.20560	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00496	aug_v2a.11360	NA	NA	NA	NA	NA	aug_v2a.07546	NA	aug_v2a.21851	aug_v2a.11511	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23630	aug_v2a.15504	NA	NA	NA	NA	NA	aug_v2a.14009	NA	aug_v2a.18224	aug_v2a.24445	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08732	aug_v2a.11590	NA	NA	NA	NA	NA	aug_v2a.18791	NA	aug_v2a.18050	aug_v2a.17534	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09178	aug_v2a.13708	NA	NA	NA	NA	NA	aug_v2a.09188	NA	aug_v2a.14064	aug_v2a.22846	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23056	aug_v2a.09963	NA	NA	NA	NA	NA	aug_v2a.17128	NA	aug_v2a.04673	aug_v2a.17765	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18890	aug_v2a.17885	NA	NA	NA	NA	NA	aug_v2a.11020	NA	aug_v2a.21506	aug_v2a.22106	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01323	aug_v2a.20643	NA	NA	NA	NA	NA	aug_v2a.08842	NA	aug_v2a.07925	aug_v2a.14464	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12453	aug_v2a.00212	NA	NA	NA	NA	NA	aug_v2a.08323	NA	aug_v2a.13050	aug_v2a.16975	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22379	aug_v2a.11660	NA	NA	NA	NA	NA	aug_v2a.13941	NA	aug_v2a.21155	aug_v2a.11588	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19780	aug_v2a.01271	NA	NA	NA	NA	NA	aug_v2a.03173	NA	aug_v2a.03184	aug_v2a.17581	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15763	aug_v2a.14818	NA	NA	NA	NA	NA	aug_v2a.15764	NA	aug_v2a.07600	aug_v2a.24031	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18120	aug_v2a.04530	NA	NA	NA	NA	NA	aug_v2a.09678	NA	aug_v2a.15023	aug_v2a.17194	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06887	aug_v2a.15631	NA	NA	NA	NA	NA	aug_v2a.22622	NA	aug_v2a.02539	aug_v2a.15818	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17864	aug_v2a.05662	NA	NA	NA	NA	NA	aug_v2a.21721	NA	aug_v2a.17572	aug_v2a.24084	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.21448	aug_v2a.04498	NA	NA	NA	NA	NA	aug_v2a.03142	NA	aug_v2a.06696	aug_v2a.02690	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04122	aug_v2a.07595	NA	NA	NA	NA	NA	aug_v2a.14537	NA	aug_v2a.08288	aug_v2a.17529	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16394	aug_v2a.04452	NA	NA	NA	NA	NA	aug_v2a.20848	NA	aug_v2a.07659	aug_v2a.18250	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17951	aug_v2a.01292	NA	NA	NA	NA	NA	aug_v2a.00961	NA	aug_v2a.17762	aug_v2a.12170	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24497	aug_v2a.18583	NA	NA	NA	NA	NA	aug_v2a.03540	NA	aug_v2a.16146	aug_v2a.20441	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22276	aug_v2a.15560	NA	NA	NA	NA	NA	aug_v2a.23144	NA	aug_v2a.14186	aug_v2a.04142	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13476	aug_v2a.03069	NA	NA	NA	NA	NA	aug_v2a.13440	NA	aug_v2a.06717	aug_v2a.10478	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10654	aug_v2a.08546	NA	NA	NA	NA	NA	aug_v2a.18797	NA	aug_v2a.05696	aug_v2a.11471	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22216	aug_v2a.05973	NA	NA	NA	NA	NA	aug_v2a.04020	NA	aug_v2a.15523	aug_v2a.18161	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15714	aug_v2a.21445	NA	NA	NA	NA	NA	aug_v2a.20911	NA	aug_v2a.11342	aug_v2a.20798	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23724	aug_v2a.01463	NA	NA	NA	NA	NA	aug_v2a.23025	NA	aug_v2a.03623	aug_v2a.23637	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20831	aug_v2a.12246	NA	NA	NA	NA	NA	aug_v2a.12071	NA	aug_v2a.07098	aug_v2a.24284	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06001	aug_v2a.04509	NA	NA	NA	NA	NA	aug_v2a.09545	NA	aug_v2a.12086	aug_v2a.00553	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03907	aug_v2a.10333	NA	NA	NA	NA	NA	aug_v2a.23438	NA	aug_v2a.10861	aug_v2a.20789	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.02861	aug_v2a.10022	NA	NA	NA	NA	NA	aug_v2a.21840	NA	aug_v2a.02605	aug_v2a.07050	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20108	aug_v2a.11302	NA	NA	NA	NA	NA	aug_v2a.11850	NA	aug_v2a.02764	aug_v2a.21548	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.22851	aug_v2a.22364	NA	NA	NA	NA	NA	aug_v2a.01737	NA	aug_v2a.05740	aug_v2a.17880	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18417	aug_v2a.02357	NA	NA	NA	NA	NA	aug_v2a.13311	NA	aug_v2a.23337	aug_v2a.24300	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18466	aug_v2a.19654	NA	NA	NA	NA	NA	aug_v2a.10137	NA	aug_v2a.08641	aug_v2a.14729	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08454	aug_v2a.22425	NA	NA	NA	NA	NA	aug_v2a.04584	NA	aug_v2a.00453	aug_v2a.04391	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04307	aug_v2a.10383	NA	NA	NA	NA	NA	aug_v2a.15603	NA	aug_v2a.00493	aug_v2a.11098	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.21544	aug_v2a.22232	NA	NA	NA	NA	NA	aug_v2a.05175	NA	aug_v2a.12732	aug_v2a.17100	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12330	aug_v2a.05366	NA	NA	NA	NA	NA	aug_v2a.24095	NA	aug_v2a.23768	aug_v2a.17137	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24477	aug_v2a.14736	NA	NA	NA	NA	NA	aug_v2a.04157	NA	aug_v2a.07335	aug_v2a.12348	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12906	aug_v2a.04469	NA	NA	NA	NA	NA	aug_v2a.18677	NA	aug_v2a.06578	aug_v2a.17331	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14568	aug_v2a.00611	NA	NA	NA	NA	NA	aug_v2a.09934	NA	aug_v2a.08914	aug_v2a.06597	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13135	aug_v2a.12467	NA	NA	NA	NA	NA	aug_v2a.00366	NA	aug_v2a.11314	aug_v2a.00908	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07770	aug_v2a.05794	NA	NA	NA	NA	NA	aug_v2a.21765	NA	aug_v2a.07529	aug_v2a.20904	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.02763	aug_v2a.18072	NA	NA	NA	NA	NA	aug_v2a.23231	NA	aug_v2a.15561	aug_v2a.11022	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06156	aug_v2a.02250	NA	NA	NA	NA	NA	aug_v2a.00785	NA	aug_v2a.06915	aug_v2a.14683	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06216	aug_v2a.20081	NA	NA	NA	NA	NA	aug_v2a.16340	NA	aug_v2a.10469	aug_v2a.09705	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10639	aug_v2a.09966	NA	NA	NA	NA	NA	aug_v2a.09471	NA	aug_v2a.14559	aug_v2a.02900	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23125	aug_v2a.23606	NA	NA	NA	NA	NA	aug_v2a.00197	NA	aug_v2a.24249	aug_v2a.20665	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.13835	aug_v2a.00827	NA	NA	NA	NA	NA	aug_v2a.08843	NA	aug_v2a.21937	aug_v2a.15649	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05219	aug_v2a.15819	NA	NA	NA	NA	NA	aug_v2a.08810	NA	aug_v2a.03186	aug_v2a.05093	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06766	aug_v2a.00215	NA	NA	NA	NA	NA	aug_v2a.05049	NA	aug_v2a.16861	aug_v2a.19109	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12905	aug_v2a.11628	NA	NA	NA	NA	NA	aug_v2a.08241	NA	aug_v2a.22994	aug_v2a.02643	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.16377	aug_v2a.03114	NA	NA	NA	NA	NA	aug_v2a.10864	NA	aug_v2a.05775	aug_v2a.13228	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19944	aug_v2a.07644	NA	NA	NA	NA	NA	aug_v2a.04049	NA	aug_v2a.05774	aug_v2a.14197	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07868	aug_v2a.16125	NA	NA	NA	NA	NA	aug_v2a.00658	NA	aug_v2a.04489	aug_v2a.05091	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07381	aug_v2a.21108	NA	NA	NA	NA	NA	aug_v2a.22952	NA	aug_v2a.12466	aug_v2a.07201	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05613	aug_v2a.23962	NA	NA	NA	NA	NA	aug_v2a.03187	NA	aug_v2a.00415	aug_v2a.23749	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17107	aug_v2a.01188	NA	NA	NA	NA	NA	aug_v2a.05517	NA	aug_v2a.07530	aug_v2a.12093	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09928	aug_v2a.08994	NA	NA	NA	NA	NA	aug_v2a.06423	NA	aug_v2a.09555	aug_v2a.13792	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19752	aug_v2a.08995	NA	NA	NA	NA	NA	aug_v2a.06086	NA	aug_v2a.07968	aug_v2a.04443	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18619	aug_v2a.10459	NA	NA	NA	NA	NA	aug_v2a.22608	NA	aug_v2a.06534	aug_v2a.07882	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23112	aug_v2a.03604	NA	NA	NA	NA	NA	aug_v2a.03622	NA	aug_v2a.16307	aug_v2a.17172	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05734	aug_v2a.06195	NA	NA	NA	NA	NA	aug_v2a.05493	NA	aug_v2a.16308	aug_v2a.21480	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15152	aug_v2a.23225	NA	NA	NA	NA	NA	aug_v2a.21888	NA	aug_v2a.11152	aug_v2a.00186	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06536	aug_v2a.01689	NA	NA	NA	NA	NA	aug_v2a.05883	NA	aug_v2a.02956	aug_v2a.15885	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04740	aug_v2a.05117	NA	NA	NA	NA	NA	aug_v2a.14345	NA	aug_v2a.23869	aug_v2a.20164	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06747	aug_v2a.04630	NA	NA	NA	NA	NA	aug_v2a.21499	NA	aug_v2a.22178	aug_v2a.12690	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06541	aug_v2a.07031	NA	NA	NA	NA	NA	aug_v2a.01416	NA	aug_v2a.03786	aug_v2a.11134	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24690	aug_v2a.24665	NA	NA	NA	NA	NA	aug_v2a.06650	NA	aug_v2a.18190	aug_v2a.15725	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06404	aug_v2a.09497	NA	NA	NA	NA	NA	aug_v2a.08308	NA	aug_v2a.04131	aug_v2a.01234	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.03669	aug_v2a.10918	NA	NA	NA	NA	NA	aug_v2a.01675	NA	aug_v2a.24140	aug_v2a.05329	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.21728	aug_v2a.08033	NA	NA	NA	NA	NA	aug_v2a.11192	NA	aug_v2a.20823	aug_v2a.12235	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20668	aug_v2a.24698	NA	NA	NA	NA	NA	aug_v2a.14360	NA	aug_v2a.09324	aug_v2a.24352	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06060	aug_v2a.12794	NA	NA	NA	NA	NA	aug_v2a.17584	NA	aug_v2a.05046	aug_v2a.24041	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.23954	aug_v2a.02722	NA	NA	NA	NA	NA	aug_v2a.08289	NA	aug_v2a.08857	aug_v2a.09904	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05003	aug_v2a.14023	NA	NA	NA	NA	NA	aug_v2a.02611	NA	aug_v2a.08364	aug_v2a.06720	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01256	aug_v2a.02748	NA	NA	NA	NA	NA	aug_v2a.09290	NA	aug_v2a.00003	aug_v2a.24485	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12697	aug_v2a.03269	NA	NA	NA	NA	NA	aug_v2a.03813	NA	aug_v2a.16565	aug_v2a.15057	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.17193	aug_v2a.00918	NA	NA	NA	NA	NA	aug_v2a.03812	NA	aug_v2a.04693	aug_v2a.01807	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.09854	aug_v2a.11425	NA	NA	NA	NA	NA	aug_v2a.08052	NA	aug_v2a.08661	aug_v2a.09706	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07635	aug_v2a.12659	NA	NA	NA	NA	NA	aug_v2a.20467	NA	aug_v2a.12874	aug_v2a.19227	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06943	aug_v2a.12658	NA	NA	NA	NA	NA	aug_v2a.20902	NA	aug_v2a.24276	aug_v2a.00044	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.02398	aug_v2a.16203	NA	NA	NA	NA	NA	aug_v2a.03859	NA	aug_v2a.20968	aug_v2a.02568	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.19151	aug_v2a.07556	NA	NA	NA	NA	NA	aug_v2a.24232	NA	aug_v2a.07384	aug_v2a.09212	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12047	aug_v2a.16993	NA	NA	NA	NA	NA	aug_v2a.04564	NA	aug_v2a.07350	aug_v2a.22759	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15690	aug_v2a.07088	NA	NA	NA	NA	NA	aug_v2a.03686	NA	aug_v2a.15435	aug_v2a.21655	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14752	aug_v2a.07091	NA	NA	NA	NA	NA	aug_v2a.10163	NA	aug_v2a.17269	aug_v2a.01835	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.15084	aug_v2a.10637	NA	NA	NA	NA	NA	aug_v2a.22031	NA	aug_v2a.04812	aug_v2a.22052	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.12222	aug_v2a.12707	NA	NA	NA	NA	NA	aug_v2a.17651	NA	aug_v2a.09371	aug_v2a.02789	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.18972	aug_v2a.12706	NA	NA	NA	NA	NA	aug_v2a.19875	NA	aug_v2a.21324	aug_v2a.16360	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14279	aug_v2a.04933	NA	NA	NA	NA	NA	aug_v2a.02515	NA	aug_v2a.03691	aug_v2a.15024	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14387	aug_v2a.24696	NA	NA	NA	NA	NA	aug_v2a.16515	NA	aug_v2a.22927	aug_v2a.22160	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.01887	aug_v2a.00121	NA	NA	NA	NA	NA	aug_v2a.21003	NA	aug_v2a.22041	aug_v2a.18574	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08495	aug_v2a.07820	NA	NA	NA	NA	NA	aug_v2a.24375	NA	aug_v2a.22042	aug_v2a.22776	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.04393	aug_v2a.14433	NA	NA	NA	NA	NA	aug_v2a.17920	NA	aug_v2a.15606	aug_v2a.20960	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07484	aug_v2a.13779	NA	NA	NA	NA	NA	aug_v2a.22601	NA	aug_v2a.17115	aug_v2a.24596	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.07602	aug_v2a.15981	NA	NA	NA	NA	NA	aug_v2a.15321	NA	aug_v2a.12137	aug_v2a.09297	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08765	aug_v2a.03587	NA	NA	NA	NA	NA	aug_v2a.10319	NA	aug_v2a.02228	aug_v2a.18008	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.08246	aug_v2a.02316	NA	NA	NA	NA	NA	aug_v2a.22217	NA	aug_v2a.23468	aug_v2a.06213	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.14214	aug_v2a.15588	NA	NA	NA	NA	NA	aug_v2a.04175	NA	aug_v2a.18256	aug_v2a.20111	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.20912	aug_v2a.07282	NA	NA	NA	NA	NA	aug_v2a.06247	NA	aug_v2a.16357	aug_v2a.15871	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10584	aug_v2a.21739	NA	NA	NA	NA	NA	aug_v2a.11335	NA	aug_v2a.14970	aug_v2a.22189	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.06861	aug_v2a.00214	NA	NA	NA	NA	NA	aug_v2a.04182	NA	aug_v2a.13307	aug_v2a.05787	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.00927	aug_v2a.23034	NA	NA	NA	NA	NA	aug_v2a.01371	NA	aug_v2a.04018	aug_v2a.06687	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.24278	aug_v2a.00348	NA	NA	NA	NA	NA	aug_v2a.00775	NA	aug_v2a.14875	aug_v2a.14701	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.10956	aug_v2a.05752	NA	NA	NA	NA	NA	aug_v2a.09843	NA	aug_v2a.10573	aug_v2a.00568	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	aug_v2a.05156	aug_v2a.11006	NA	NA	NA	NA	NA	aug_v2a.20821	NA	aug_v2a.18206	aug_v2a.21471	NA	NA	NA	NA
