M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14206	K07374	K10580	NA	NA	NA	NA	NA	K12168	K19464	K10380	K12821	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14285	K07374	K10579	NA	NA	NA	NA	NA	K12309	K19525	K10380	K12821	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14313	K07375	K10583	NA	NA	NA	NA	NA	K12231	K19525	K10380	K12824	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14311	K07375	K10592	NA	NA	NA	NA	NA	K12311	K19525	K10380	K12864	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14315	K07376	K10761	NA	NA	NA	NA	NA	K12388	K19525	K10380	K12865	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14354	K07440	K10766	NA	NA	NA	NA	NA	K12391	K19527	K10380	K12879	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14429	K07466	K10770	NA	NA	NA	NA	NA	K12460	K19527	K10380	K13045	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14394	K07512	K10799	NA	NA	NA	NA	NA	K12460	K19527	K10380	K13100	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14406	K07565	K10800	NA	NA	NA	NA	NA	K12472	K19527	K10380	K13110	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14406	K07573	K10866	NA	NA	NA	NA	NA	K12488	K19608	K10380	K13106	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14457	K07575	K10881	NA	NA	NA	NA	NA	K12572	K19672	K10380	K13108	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14549	K07583	K10893	NA	NA	NA	NA	NA	K12585	K19673	K10380	K13111	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14611	K07575	K10904	NA	NA	NA	NA	NA	K12600	K19922	K10380	K13118	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14616	K07765	K10956	NA	NA	NA	NA	NA	K12600	K19947	K10380	K13144	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14616	K07841	K11088	NA	NA	NA	NA	NA	K12616	K20091	K10380	K13156	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14616	K07847	K11086	NA	NA	NA	NA	NA	K12619	K20091	K10380	K13156	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14686	K07904	K11150	NA	NA	NA	NA	NA	K12619	K20283	K10380	K13165	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14692	K07918	K11165	NA	NA	NA	NA	NA	K12813	K20317	K10392	K13172	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14715	K07918	K11187	NA	NA	NA	NA	NA	K12815	K20478	K10395	K13181	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14720	K07952	K11254	NA	NA	NA	NA	NA	K12815	K20478	K10393	K13199	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14735	K08024	K11254	NA	NA	NA	NA	NA	K12820	K20493	K10396	K13206	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K14938	K08073	K11275	NA	NA	NA	NA	NA	K12828	K20493	K10396	K13206	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15015	K08098	K11316	NA	NA	NA	NA	NA	K12828	K20644	K10397	K13211	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15025	K08104	K11316	NA	NA	NA	NA	NA	K12830	K20644	K10397	K13220	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15044	K08136	K11366	NA	NA	NA	NA	NA	K12830	K20915	K10401	K13254	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15049	K08171	K11352	NA	NA	NA	NA	NA	K12835	K21413	K10407	K13295	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15103	K08187	K11468	NA	NA	NA	NA	NA	K12835	K21852	K10408	K13420	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15074	K08187	K11488	NA	NA	NA	NA	NA	K12842	K21853	K10442	K13431	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15102	K08187	K11519	NA	NA	NA	NA	NA	K12856	K21853	K10443	K13761	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15109	K08187	K11529	NA	NA	NA	NA	NA	K12856	K21853	K10450	K13963	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15109	K08187	K11663	NA	NA	NA	NA	NA	K12856	K22125	K10450	K13990	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15122	K08202	K11674	NA	NA	NA	NA	NA	K12856	K22125	K10450	K14000	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15157	K08202	K11699	NA	NA	NA	NA	NA	K12878	K22262	K10450	K14008	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15182	K08214	K11699	NA	NA	NA	NA	NA	K12882	K22754	K10450	K14011	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15272	K08252	K11726	NA	NA	NA	NA	NA	K12896	K22754	K10457	K14026	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15279	K08266	K11731	NA	NA	NA	NA	NA	K12968	K22754	K10457	K14326	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15281	K08292	K11964	NA	NA	NA	NA	NA	K12968	K22754	K10457	K14309	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15281	K08333	K11982	NA	NA	NA	NA	NA	K13138	K22754	K10457	K14319	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15542	K08339	K12035	NA	NA	NA	NA	NA	K13123	K22754	K10457	K14326	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15620	K08342	K12035	NA	NA	NA	NA	NA	K13128	K22754	K10478	K14327	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15685	K08467	K12041	NA	NA	NA	NA	NA	K13138	K22754	K10478	K14327	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15789	K08469	K12158	NA	NA	NA	NA	NA	K13139	K22754	K10478	K14328	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15734	K08515	K12161	NA	NA	NA	NA	NA	K13139	K22859	K10478	K14403	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K15837	K08597	K12160	NA	NA	NA	NA	NA	K13138	K22859	K10478	K14416	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16186	K08618	K12162	NA	NA	NA	NA	NA	K13142	K22865	K10478	K14437	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16312	K08654	K12181	NA	NA	NA	NA	NA	K13184	K22937	K10571	K14453	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16471	K08670	K12181	NA	NA	NA	NA	NA	K13192	K23113	K10586	K14523	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16621	K08737	K12185	NA	NA	NA	NA	NA	K13240	K23113	K10586	K14537	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16622	K08737	K12194	NA	NA	NA	NA	NA	K13291	K23298	K10587	K14537	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16782	K08745	K12197	NA	NA	NA	NA	NA	K13291	K23705	K10595	K14539	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16790	K08762	K12260	NA	NA	NA	NA	NA	K13356	K23851	K10630	K14539	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K16795	K08869	K12272	NA	NA	NA	NA	NA	K13708	K23883	K10640	K14554	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17095	K08884	K12272	NA	NA	NA	NA	NA	K13708	K23934	K10638	K14556	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17095	K08892	K12310	NA	NA	NA	NA	NA	K13708	K23958	K10638	K14567	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17261	K08964	K12386	NA	NA	NA	NA	NA	K13708	NA	K10643	K14569	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17265	K09142	K12389	NA	NA	NA	NA	NA	K13718	NA	K10691	K14570	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17278	K09091	K12394	NA	NA	NA	NA	NA	K13718	NA	K10706	K14570	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17286	K09223	K12399	NA	NA	NA	NA	NA	K13748	NA	K10742	K14570	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17286	K09228	K12403	NA	NA	NA	NA	NA	K13806	NA	K10742	K14616	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17294	K09267	K12459	NA	NA	NA	NA	NA	K13912	NA	K10756	K14616	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17338	K09322	K12456	NA	NA	NA	NA	NA	K13912	NA	K10777	K14621	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17341	K09497	K12566	NA	NA	NA	NA	NA	K13912	NA	K10777	K14721	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17362	K09503	K12566	NA	NA	NA	NA	NA	K13982	NA	K10799	K14774	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17430	K09569	K12606	NA	NA	NA	NA	NA	K13983	NA	K10799	K14776	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17495	K09562	K12607	NA	NA	NA	NA	NA	K14058	NA	K10803	K14779	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17512	K09598	K12616	NA	NA	NA	NA	NA	K14079	NA	K10843	K14782	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17637	K09602	K12621	NA	NA	NA	NA	NA	K14293	NA	K10843	K14782	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17653	K09611	K12623	NA	NA	NA	NA	NA	K14296	NA	K10846	K14782	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17768	K09654	K12624	NA	NA	NA	NA	NA	K14297	NA	K10848	K14786	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17768	K09660	K12626	NA	NA	NA	NA	NA	K14297	NA	K10866	K14787	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17776	K09850	K12669	NA	NA	NA	NA	NA	K14297	NA	K10866	K14808	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17785	K09850	K12662	NA	NA	NA	NA	NA	K14303	NA	K10875	K14807	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17809	K10104	K12669	NA	NA	NA	NA	NA	K14310	NA	K10899	K14824	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17871	K10105	K12670	NA	NA	NA	NA	NA	K14311	NA	K10884	K14845	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17905	K10165	K12733	NA	NA	NA	NA	NA	K14311	NA	K10888	K14857	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K17914	K10249	K12751	NA	NA	NA	NA	NA	K14311	NA	K10888	K14859	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18078	K10268	K12826	NA	NA	NA	NA	NA	K14314	NA	K10891	K14859	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18085	K10270	K12833	NA	NA	NA	NA	NA	K14317	NA	K10900	K14960	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18162	K10345	K12833	NA	NA	NA	NA	NA	K14326	NA	K10900	K14960	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18184	K10365	K12848	NA	NA	NA	NA	NA	K14326	NA	K10901	K14960	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18398	K10380	K12849	NA	NA	NA	NA	NA	K14401	NA	K10905	K14963	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18592	K10403	K12865	NA	NA	NA	NA	NA	K14402	NA	K10905	K14972	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18463	K10407	K12868	NA	NA	NA	NA	NA	K14400	NA	K11090	K15106	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18486	K10412	K12873	NA	NA	NA	NA	NA	K14571	NA	K11141	K15174	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18497	K10442	K12896	NA	NA	NA	NA	NA	K14616	NA	K11262	K15178	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18592	K10442	K12941	NA	NA	NA	NA	NA	K14638	NA	K11259	K15177	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K18932	K10450	K12947	NA	NA	NA	NA	NA	K14650	NA	K11265	K15187	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19025	K10457	K13129	NA	NA	NA	NA	NA	K14676	NA	K11265	K15202	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19041	K10478	K13136	NA	NA	NA	NA	NA	K14676	NA	K11266	K15200	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19362	K10478	K13159	NA	NA	NA	NA	NA	K14676	NA	K11293	K15200	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19363	K10478	K13172	NA	NA	NA	NA	NA	K14708	NA	K11346	K15261	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19511	K10478	K13697	NA	NA	NA	NA	NA	K14735	NA	K11347	K15261	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19499	K10532	K13236	NA	NA	NA	NA	NA	K14772	NA	K11373	K15361	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19511	K10577	K13237	NA	NA	NA	NA	NA	K14780	NA	K11436	K15302	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19511	K10578	K13280	NA	NA	NA	NA	NA	K14802	NA	K11446	K15293	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19589	K10593	K13345	NA	NA	NA	NA	NA	K14966	NA	K11455	K15335	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19984	K10598	K13355	NA	NA	NA	NA	NA	K15009	NA	K11491	K15338	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K19984	K10610	K13443	NA	NA	NA	NA	NA	K15047	NA	K11547	K15601	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20032	K10686	K13506	NA	NA	NA	NA	NA	K15047	NA	K11577	K15595	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20069	K10699	K13528	NA	NA	NA	NA	NA	K15156	NA	K11578	K15595	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20133	K10703	K13667	NA	NA	NA	NA	NA	K15162	NA	K11592	K15691	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20168	K10703	K13697	NA	NA	NA	NA	NA	K15162	NA	K11593	K15712	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20182	K10732	K13704	NA	NA	NA	NA	NA	K15166	NA	K11593	K16194	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20187	K10732	K13706	NA	NA	NA	NA	NA	K15166	NA	K11650	K16460	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20188	K10735	K13748	NA	NA	NA	NA	NA	K15167	NA	K11672	K16467	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20360	K10739	K13862	NA	NA	NA	NA	NA	K15172	NA	K11672	K16469	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20465	K10743	K14006	NA	NA	NA	NA	NA	K15162	NA	K11699	K16475	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20526	K10745	K14010	NA	NA	NA	NA	NA	K15162	NA	K11699	K16476	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20795	K10755	K14012	NA	NA	NA	NA	NA	K15188	NA	K11699	K16476	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K20858	K10765	K14025	NA	NA	NA	NA	NA	K15188	NA	K11699	K16526	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K21358	K10798	K14379	NA	NA	NA	NA	NA	K15192	NA	K11718	K16536	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K21423	K10808	K14285	NA	NA	NA	NA	NA	K15192	NA	K11718	K16533	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K21751	K10847	K14307	NA	NA	NA	NA	NA	K15259	NA	K11757	K16536	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K21844	K10866	K14318	NA	NA	NA	NA	NA	K15309	NA	K11789	K16538	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K21918	K10871	K14386	NA	NA	NA	NA	NA	K15309	NA	K11804	K16551	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K21956	K10866	K14379	NA	NA	NA	NA	NA	K15333	NA	K11829	K16543	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22070	K10885	K14404	NA	NA	NA	NA	NA	K15333	NA	K11838	K16582	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22075	K10951	K14455	NA	NA	NA	NA	NA	K15369	NA	K11840	K16669	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22147	K10980	K14537	NA	NA	NA	NA	NA	K15424	NA	K11848	K16669	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22188	K10990	K14538	NA	NA	NA	NA	NA	K15502	NA	K11848	K16686	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22190	K11092	K14545	NA	NA	NA	NA	NA	K16060	NA	K11853	K16728	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22190	K11143	K14550	NA	NA	NA	NA	NA	K15837	NA	K11855	K16754	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22190	K11147	K14574	NA	NA	NA	NA	NA	K16288	NA	K11858	K16756	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22190	K11147	K14618	NA	NA	NA	NA	NA	K16330	NA	K11860	K16756	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22210	K11173	K14683	NA	NA	NA	NA	NA	K16353	NA	K11861	K16756	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22383	K11182	K14692	NA	NA	NA	NA	NA	K16449	NA	K11869	K16762	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22564	K11173	K14708	NA	NA	NA	NA	NA	K16449	NA	K11869	K16763	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22615	K11247	K14815	NA	NA	NA	NA	NA	K16353	NA	K11886	K16766	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22735	K11253	K14964	NA	NA	NA	NA	NA	K16458	NA	K11886	K16767	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K22824	K11259	K15015	NA	NA	NA	NA	NA	K16458	NA	K11967	K16806	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23088	K11270	K14998	NA	NA	NA	NA	NA	K16463	NA	K11971	K16811	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23164	K11273	K15015	NA	NA	NA	NA	NA	K16470	NA	K11985	K16832	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23388	K11275	K15040	NA	NA	NA	NA	NA	K16470	NA	K11990	K16848	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23451	K11338	K15078	NA	NA	NA	NA	NA	K16478	NA	K11990	K16910	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23544	K11339	K15108	NA	NA	NA	NA	NA	K16484	NA	K11990	K16914	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23544	K11340	K15133	NA	NA	NA	NA	NA	K16484	NA	K11997	K16914	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23553	K11404	K15139	NA	NA	NA	NA	NA	K16507	NA	K12026	K17079	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23605	K11407	K15141	NA	NA	NA	NA	NA	K16536	NA	K12035	K17079	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23625	K11411	K15142	NA	NA	NA	NA	NA	K16550	NA	K12035	K17199	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23727	K11416	K15141	NA	NA	NA	NA	NA	K16550	NA	K12035	K17199	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23789	K11430	K15146	NA	NA	NA	NA	NA	K16573	NA	K12035	K17263	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23796	K11502	K15151	NA	NA	NA	NA	NA	K16573	NA	K12035	K17266	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23858	K11505	K15235	NA	NA	NA	NA	NA	K16573	NA	K12035	K17307	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23886	K11507	K15264	NA	NA	NA	NA	NA	K16578	NA	K12035	K17341	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23952	K11512	K15276	NA	NA	NA	NA	NA	K16602	NA	K12035	K17458	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	K23960	K11518	K15283	NA	NA	NA	NA	NA	K16602	NA	K12035	K17492	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11543	K15376	NA	NA	NA	NA	NA	K16725	NA	K12035	K17495	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11549	K15407	NA	NA	NA	NA	NA	K16725	NA	K12035	K17495	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11549	K15439	NA	NA	NA	NA	NA	K16725	NA	K12035	K17495	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11550	K15448	NA	NA	NA	NA	NA	K16733	NA	K12035	K17495	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11584	K15537	NA	NA	NA	NA	NA	K16747	NA	K12035	K17495	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11643	K15538	NA	NA	NA	NA	NA	K16763	NA	K12035	K17495	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11662	K15688	NA	NA	NA	NA	NA	K16777	NA	K12169	K17498	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11730	K15730	NA	NA	NA	NA	NA	K16777	NA	K12231	K17499	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11757	K16344	NA	NA	NA	NA	NA	K16777	NA	K12233	K17529	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11827	K16473	NA	NA	NA	NA	NA	K16803	NA	K12323	K17542	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11850	K16480	NA	NA	NA	NA	NA	K16809	NA	K12366	K17543	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11875	K16513	NA	NA	NA	NA	NA	K16910	NA	K12373	K17546	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11884	K16535	NA	NA	NA	NA	NA	K17043	NA	K12393	K17545	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K11996	K16574	NA	NA	NA	NA	NA	K17087	NA	K12400	K17562	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12035	K16589	NA	NA	NA	NA	NA	K17277	NA	K12400	K17592	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12165	K16620	NA	NA	NA	NA	NA	K17335	NA	K12442	K17586	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12035	K16742	NA	NA	NA	NA	NA	K17339	NA	K12472	K17592	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12173	K16744	NA	NA	NA	NA	NA	K17341	NA	K12489	K17592	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12183	K16745	NA	NA	NA	NA	NA	K17341	NA	K12490	K17592	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12186	K16801	NA	NA	NA	NA	NA	K17341	NA	K12491	K17589	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12231	K16910	NA	NA	NA	NA	NA	K17341	NA	K12493	K17592	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12235	K17080	NA	NA	NA	NA	NA	K17495	NA	K12559	K17592	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12302	K17086	NA	NA	NA	NA	NA	K17495	NA	K12571	K17592	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12345	K17086	NA	NA	NA	NA	NA	K17533	NA	K12598	K17834	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12351	K17087	NA	NA	NA	NA	NA	K17538	NA	K12599	K17600	NA	NA	NA	NA
