Name,AH.d1,AH.d3,SC.d1,SC.d3
aug_v2a.12110,1,1,0,0
aug_v2a.18614,1,0,0,0
aug_v2a.06308,1,0,0,0
aug_v2a.23007,1,0,0,0
aug_v2a.10148,1,0,0,0
aug_v2a.09379,1,1,0,0
aug_v2a.10916,1,0,0,0
aug_v2a.11449,1,0,0,0
aug_v2a.12741,1,0,0,0
aug_v2a.05312,0,1,0,0
aug_v2a.10927,1,0,0,0
aug_v2a.08346,1,0,0,0
aug_v2a.03854,0,1,0,0
aug_v2a.18909,0,1,0,0
aug_v2a.12026,1,1,0,1
aug_v2a.05975,0,1,0,0
aug_v2a.16612,1,0,0,0
aug_v2a.23306,1,0,0,0
aug_v2a.11456,1,0,0,0
aug_v2a.23726,1,0,0,0
aug_v2a.19683,1,0,0,0
aug_v2a.12080,1,0,0,0
aug_v2a.20566,0,1,0,0
aug_v2a.20897,0,1,0,0
aug_v2a.15993,1,0,0,1
aug_v2a.08294,0,1,0,0
aug_v2a.05298,1,1,0,0
aug_v2a.10607,1,0,0,0
aug_v2a.22225,1,0,0,0
aug_v2a.05372,1,1,0,0
aug_v2a.16690,1,0,0,0
aug_v2a.00104,1,0,0,0
aug_v2a.00105,1,0,0,0
aug_v2a.17442,1,1,0,0
aug_v2a.22830,1,0,0,0
aug_v2a.19652,1,0,0,0
aug_v2a.08205,1,0,0,0
aug_v2a.02756,1,0,0,0
aug_v2a.00781,1,1,0,0
aug_v2a.03191,1,0,0,0
aug_v2a.17431,1,0,0,0
aug_v2a.18044,1,0,0,0
aug_v2a.07350,1,0,0,0
aug_v2a.15329,1,0,0,0
aug_v2a.11757,1,0,0,0
aug_v2a.17380,1,0,0,0
aug_v2a.02591,1,0,0,0
aug_v2a.14176,1,0,0,0
aug_v2a.15480,1,0,0,0
aug_v2a.11758,1,0,0,1
aug_v2a.21647,1,0,0,0
aug_v2a.13104,0,0,0,1
aug_v2a.16231,1,0,0,0
aug_v2a.02271,1,0,0,0
aug_v2a.11817,1,1,0,1
aug_v2a.02555,1,0,0,0
aug_v2a.08622,1,0,0,0
aug_v2a.24508,1,0,0,0
aug_v2a.10893,0,1,0,1
aug_v2a.20557,1,0,0,0
aug_v2a.09085,1,0,0,0
aug_v2a.22783,1,0,0,0
aug_v2a.21339,1,0,0,0
aug_v2a.19982,1,0,0,0
aug_v2a.01537,0,1,0,1
aug_v2a.08217,1,0,0,0
aug_v2a.14805,1,0,0,0
aug_v2a.09490,1,0,0,0
aug_v2a.16614,1,0,0,0
aug_v2a.13910,1,0,0,0
aug_v2a.18560,0,0,0,1
aug_v2a.17888,1,0,0,0
aug_v2a.03600,1,0,0,0
aug_v2a.02131,0,1,0,0
aug_v2a.07681,1,0,0,1
aug_v2a.18323,1,0,0,1
aug_v2a.17204,1,0,0,0
aug_v2a.10302,1,0,0,0
aug_v2a.10436,0,0,0,1
aug_v2a.10437,1,0,0,0
aug_v2a.07004,1,0,0,0
aug_v2a.07064,1,0,0,0
aug_v2a.17663,0,1,0,0
aug_v2a.00559,1,0,0,0
aug_v2a.19621,0,0,0,1
aug_v2a.01541,1,0,0,0
aug_v2a.12370,1,0,0,0
aug_v2a.05316,1,0,0,0
aug_v2a.22535,1,0,0,0
aug_v2a.17836,1,1,0,0
aug_v2a.17441,1,0,0,0
aug_v2a.02504,1,0,0,0
aug_v2a.05939,1,0,0,0
aug_v2a.17581,1,0,0,0
aug_v2a.19671,1,0,0,0
aug_v2a.20459,1,0,0,0
aug_v2a.14710,1,0,0,0
aug_v2a.22030,0,0,0,1
aug_v2a.04743,1,0,0,0
aug_v2a.16778,1,0,0,0
aug_v2a.22028,1,0,0,0
aug_v2a.07534,1,1,0,0
aug_v2a.23377,0,0,0,1
aug_v2a.14585,1,0,0,1
aug_v2a.08360,1,0,0,0
aug_v2a.13530,1,0,0,0
aug_v2a.00983,0,0,0,1
aug_v2a.16899,1,0,0,0
aug_v2a.14904,1,0,0,0
aug_v2a.01368,1,0,0,0
aug_v2a.14264,1,0,0,0
aug_v2a.18736,1,0,0,0
aug_v2a.09700,1,1,0,0
aug_v2a.07314,1,0,0,0
aug_v2a.14951,1,0,0,0
aug_v2a.01278,1,0,0,0
aug_v2a.04545,1,0,0,0
aug_v2a.10075,0,1,0,0
aug_v2a.18218,0,1,0,0
aug_v2a.24467,1,0,0,0
aug_v2a.12657,1,0,0,0
aug_v2a.02880,1,0,0,0
aug_v2a.06409,1,0,0,0
aug_v2a.06140,1,0,0,0
aug_v2a.24526,1,0,0,0
aug_v2a.06881,0,0,0,1
aug_v2a.10449,0,1,0,0
aug_v2a.12436,1,1,0,0
aug_v2a.16259,1,0,0,1
aug_v2a.09924,0,0,0,1
aug_v2a.18556,0,0,0,1
aug_v2a.13760,0,0,0,1
aug_v2a.14762,0,1,0,1
aug_v2a.13250,1,0,0,1
aug_v2a.23831,0,0,0,1
aug_v2a.05777,1,1,0,0
aug_v2a.07144,1,0,0,1
aug_v2a.18965,1,0,0,1
aug_v2a.16092,1,0,0,1
aug_v2a.18103,0,0,0,1
aug_v2a.13357,0,0,0,1
aug_v2a.19588,0,0,0,1
aug_v2a.01733,1,1,0,0
aug_v2a.01640,1,1,0,0
aug_v2a.11871,1,1,0,0
aug_v2a.02077,1,1,0,0
aug_v2a.18385,1,1,0,0
aug_v2a.05405,0,1,0,0
aug_v2a.08020,0,1,0,0
aug_v2a.24701,1,1,0,0
aug_v2a.22694,0,1,0,0
aug_v2a.16969,1,1,0,0
aug_v2a.03688,1,1,0,0
aug_v2a.23013,0,1,0,0
aug_v2a.08127,0,1,0,0
aug_v2a.24561,0,1,0,0
aug_v2a.07072,1,1,0,0
aug_v2a.06612,0,1,0,0
aug_v2a.16766,1,1,0,0
aug_v2a.05744,0,1,0,0
aug_v2a.21930,0,1,0,0
aug_v2a.17722,1,0,0,0
aug_v2a.11412,1,0,0,0
aug_v2a.05776,1,0,0,0
aug_v2a.03070,1,0,0,0
aug_v2a.06913,1,0,0,0
aug_v2a.01768,0,0,0,1
aug_v2a.11340,1,0,0,0
aug_v2a.14002,1,1,0,0
aug_v2a.11120,1,1,0,0
aug_v2a.14957,0,1,0,0
aug_v2a.09276,0,1,0,0
aug_v2a.05347,0,1,0,0
aug_v2a.00782,1,1,0,0
aug_v2a.11653,1,1,0,0
aug_v2a.17614,0,1,0,0
aug_v2a.03151,1,1,0,0
aug_v2a.03127,0,1,0,0
aug_v2a.21393,1,1,0,0
aug_v2a.14370,0,1,0,0
aug_v2a.22860,0,1,0,0
aug_v2a.09001,1,0,0,0
aug_v2a.06038,1,0,0,0
aug_v2a.22693,1,0,0,0
aug_v2a.17519,1,0,0,0
aug_v2a.01557,1,0,0,0
aug_v2a.12561,1,0,0,0
aug_v2a.24159,1,0,0,0
aug_v2a.21976,1,0,0,0
aug_v2a.16000,1,0,0,0
aug_v2a.11621,1,0,0,0
aug_v2a.11843,1,0,0,0
aug_v2a.17503,1,0,0,0
aug_v2a.18060,1,0,0,0
aug_v2a.20803,1,0,0,0
aug_v2a.05530,1,0,0,0
aug_v2a.09786,1,0,0,0
aug_v2a.00517,1,0,0,0
aug_v2a.19331,1,0,0,0
aug_v2a.09554,1,0,0,0
aug_v2a.11051,1,0,0,0
aug_v2a.21616,1,0,0,0
aug_v2a.10296,1,0,0,0
aug_v2a.22541,1,0,0,0
aug_v2a.12746,1,0,0,0
aug_v2a.10381,1,0,0,0
aug_v2a.09161,1,0,0,0
aug_v2a.22578,1,0,0,0
aug_v2a.20590,1,0,0,0
aug_v2a.13156,1,0,0,0
aug_v2a.19288,1,0,0,0
aug_v2a.04459,1,0,0,0
aug_v2a.09557,1,0,0,0
aug_v2a.21920,1,0,0,0
aug_v2a.05601,1,0,0,0
aug_v2a.02918,1,0,0,0
aug_v2a.24732,1,0,0,0
aug_v2a.13114,1,0,0,0
aug_v2a.20489,1,0,0,0
aug_v2a.20876,1,0,0,0
aug_v2a.13353,1,0,0,0
aug_v2a.14653,1,0,0,0
aug_v2a.02054,1,0,0,0
aug_v2a.23573,1,0,0,0
aug_v2a.23473,1,0,0,0
aug_v2a.23469,1,0,0,0
aug_v2a.05006,1,0,0,0
aug_v2a.00144,1,0,0,0
aug_v2a.23314,1,0,0,0
aug_v2a.00641,1,0,0,0
aug_v2a.12735,1,0,0,0
aug_v2a.10788,1,0,0,0
aug_v2a.22650,1,0,0,0
aug_v2a.24264,1,0,0,0
aug_v2a.01898,1,0,0,0
aug_v2a.04836,1,0,0,0
aug_v2a.21099,1,0,0,0
aug_v2a.23041,1,0,0,0
aug_v2a.17483,1,0,0,0
aug_v2a.21817,1,0,0,0
aug_v2a.12868,1,0,0,0
aug_v2a.18338,1,0,0,0
aug_v2a.14748,1,0,0,0
aug_v2a.19747,1,0,0,0
aug_v2a.05325,1,0,0,0
aug_v2a.11830,1,0,0,0
aug_v2a.04857,1,0,0,0
aug_v2a.11926,1,0,0,0
aug_v2a.19090,1,0,0,0
aug_v2a.17677,1,0,0,0
aug_v2a.03603,1,0,0,0
aug_v2a.01311,1,0,0,0
aug_v2a.11867,1,0,0,0
aug_v2a.18141,1,0,0,0
aug_v2a.13770,1,0,0,0
aug_v2a.24223,1,0,0,0
aug_v2a.06852,1,0,0,0
aug_v2a.21168,1,0,0,0
aug_v2a.04667,1,0,0,0
aug_v2a.19465,1,0,0,0
aug_v2a.05746,0,0,0,1
aug_v2a.15330,1,1,0,1
aug_v2a.01203,0,0,0,1
aug_v2a.22557,1,0,0,1
aug_v2a.11720,0,0,0,1
aug_v2a.01767,1,1,0,1
aug_v2a.15983,0,0,0,1
aug_v2a.19597,0,0,0,1
aug_v2a.06613,0,0,0,1
aug_v2a.03381,0,0,0,1
aug_v2a.20285,0,0,0,1
aug_v2a.15599,0,0,0,1
aug_v2a.20374,0,0,0,1
aug_v2a.07633,0,0,0,1
aug_v2a.24509,0,1,0,0
aug_v2a.02696,1,1,0,0
aug_v2a.23551,1,1,0,0
aug_v2a.10023,1,1,0,0
aug_v2a.08416,1,1,0,0
aug_v2a.23491,1,1,0,0
aug_v2a.09177,0,1,0,0
aug_v2a.05289,1,1,0,0
aug_v2a.18995,0,1,0,0
aug_v2a.23082,1,1,0,0
aug_v2a.23834,1,1,0,0
aug_v2a.05827,0,1,0,0
aug_v2a.20276,1,1,0,0
aug_v2a.24449,1,1,0,0
aug_v2a.17033,0,1,0,0
aug_v2a.03361,0,1,0,0
aug_v2a.00113,0,1,0,0
aug_v2a.16056,1,1,0,0
aug_v2a.16424,1,0,0,0
aug_v2a.00496,1,0,0,0
aug_v2a.17546,1,0,0,0
aug_v2a.01598,1,1,0,0
aug_v2a.17366,0,1,0,0
aug_v2a.23780,1,1,0,0
aug_v2a.08637,1,1,0,0
aug_v2a.09462,1,1,0,0
aug_v2a.22508,0,1,0,0
aug_v2a.16632,1,1,0,0
aug_v2a.14465,1,1,0,0
aug_v2a.05064,0,1,0,0
aug_v2a.24532,0,1,0,0
aug_v2a.00860,1,1,0,0
aug_v2a.11124,0,1,0,0
aug_v2a.01449,1,0,0,0
aug_v2a.24455,1,0,0,0
aug_v2a.13278,1,0,0,0
aug_v2a.14812,1,0,0,0
aug_v2a.23056,1,0,0,0
aug_v2a.00665,1,0,0,0
aug_v2a.08671,1,0,0,0
aug_v2a.17314,1,0,0,0
aug_v2a.00031,1,0,0,0
aug_v2a.04243,1,0,0,0
aug_v2a.18890,1,0,0,0
aug_v2a.11279,1,0,0,0
aug_v2a.21585,1,0,0,0
aug_v2a.01323,1,0,0,0
aug_v2a.12453,1,0,0,0
aug_v2a.10434,1,0,0,0
aug_v2a.22379,1,0,0,0
aug_v2a.16107,1,0,0,0
aug_v2a.19780,1,0,0,0
aug_v2a.13192,1,0,0,0
aug_v2a.15763,1,0,0,0
aug_v2a.05508,1,0,0,0
aug_v2a.14771,1,0,0,0
aug_v2a.18120,1,0,0,0
aug_v2a.24404,1,0,0,0
aug_v2a.14816,1,0,0,0
aug_v2a.05224,1,0,0,0
aug_v2a.04779,1,0,0,0
aug_v2a.05167,1,0,0,0
aug_v2a.18210,1,0,0,0
aug_v2a.18562,1,0,0,0
aug_v2a.19107,1,0,0,0
aug_v2a.24306,1,0,0,0
aug_v2a.23513,1,0,0,0
aug_v2a.09184,1,0,0,0
aug_v2a.15436,1,0,0,0
aug_v2a.15738,1,0,0,0
aug_v2a.03834,1,0,0,0
aug_v2a.22945,1,0,0,0
aug_v2a.03242,1,0,0,0
aug_v2a.00753,1,0,0,0
